POST	api/v1/extensions	extensions.store	App\Http\Controllers\Api\ExtensionCrudController@store	api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\EnsureTenantScope,App\Http\Middleware\RateLimitPerOrganization:api
POST	api/v1/extensions/sync	extensions.sync.perform	App\Http\Controllers\Api\ExtensionCloudonixController@performSync	api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\EnsureTenantScope,App\Http\Middleware\RateLimitPerOrganization:api
GET|HEAD	api/v1/extensions/sync/compare	extensions.sync.compare	App\Http\Controllers\Api\ExtensionCloudonixController@compareSync	api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\EnsureTenantScope,App\Http\Middleware\RateLimitPerOrganization:api
GET|HEAD	api/v1/extensions/{extension}	extensions.show	App\Http\Controllers\Api\ExtensionCrudController@show	api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\EnsureTenantScope,App\Http\Middleware\RateLimitPerOrganization:api
PUT|PATCH	api/v1/extensions/{extension}	extensions.update	App\Http\Controllers\Api\ExtensionCrudController@update	api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\EnsureTenantScope,App\Http\Middleware\RateLimitPerOrganization:api
DELETE	api/v1/extensions/{extension}	extensions.destroy	App\Http\Controllers\Api\ExtensionCrudController@destroy	api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\EnsureTenantScope,App\Http\Middleware\RateLimitPerOrganization:api
GET|HEAD	api/v1/extensions/{extension}/password	extensions.password	App\Http\Controllers\Api\ExtensionPasswordController@getPassword	api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\EnsureTenantScope,App\Http\Middleware\RateLimitPerOrganization:api,App\Http\Middleware\RateLimitSensitiveOperations
PUT	api/v1/extensions/{extension}/reset-password	extensions.reset-password	App\Http\Controllers\Api\ExtensionPasswordController@resetPassword	api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\EnsureTenantScope,App\Http\Middleware\RateLimitPerOrganization:api,App\Http\Middleware\RateLimitSensitiveOperations
GET|HEAD	api/v1/inbound-blacklist	inbound-blacklist.index	App\Http\Controllers\Api\InboundBlacklistController@index	api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\EnsureTenantScope,App\Http\Middleware\RateLimitPerOrganization:api
POST	api/v1/inbound-blacklist	inbound-blacklist.store	App\Http\Controllers\Api\InboundBlacklistController@store	api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\EnsureTenantScope,App\Http\Middleware\RateLimitPerOrganization:api
GET|HEAD	api/v1/inbound-blacklist/blocked-logs	inbound-blacklist.blocked-logs	App\Http\Controllers\Api\InboundBlacklistController@getBlockedCallLogs	api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\EnsureTenantScope,App\Http\Middleware\RateLimitPerOrganization:api
GET|HEAD	api/v1/inbound-blacklist/statistics	inbound-blacklist.statistics	App\Http\Controllers\Api\InboundBlacklistController@getStatistics	api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\EnsureTenantScope,App\Http\Middleware\RateLimitPerOrganization:api
PATCH	api/v1/inbound-blacklist/{inboundBlacklist}/toggle-status	inbound-blacklist.toggle-status	App\Http\Controllers\Api\InboundBlacklistController@toggleStatus	api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\EnsureTenantScope,App\Http\Middleware\RateLimitPerOrganization:api
